 D lon lat flux5 flux8 X Y Z MirX MirY MirZ TI objid r delta alpha aspect_deg D_model D_true model eta etafit chi2
6945 1.0 241.4296330625374 -76.1478395424061 9645.0 81392.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 42.42386964463516 2.076 1 NEATM 1.881 1 0.0
6946 1.0 75.73772198658273 3.3903267896746883 3344.0 30837.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 145.47101473901492 1.386 1 NEATM 2.069 1 0.0
6947 1.0 46.41346715574719 -34.7741820818647 20226.0 126617.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 99.12416619175016 1.96 1 NEATM 1.278 1 0.0
6948 1.0 113.5542063327062 13.957730789647584 10685.0 93756.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 149.12284789117712 2.311 1 NEATM 1.977 1 0.0
6949 1.0 130.93587753934415 82.69800135001651 13191.0 111566.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 130.91540538174053 2.437 1 NEATM 1.892 1 0.0
6950 1.0 205.27083735043664 26.20264400208069 23103.0 130272.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 86.2921866545803 1.803 1 NEATM 1.105 1 0.0
6951 1.0 157.89654484643532 -83.63476156401164 15203.0 119817.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 56.863838334735256 2.364 1 NEATM 1.732 1 0.0
6952 1.0 355.8145817013214 -12.527560888548976 32637.0 178339.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 80.13150506828728 2.047 1 NEATM 1.06 1 0.0
6953 1.0 36.736131869290105 1.803033417285036 8588.0 46376.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 120.97869826208822 1.029 1 NEATM 1.009 1 0.0
6954 1.0 75.19563219414049 6.511949046621353 2784.0 26609.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 148.20660169244442 1.331 1 NEATM 2.155 1 0.0
6955 1.0 58.07142643859865 32.65065190869082 1096.0 12125.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 154.2823602738142 0.349 1 NEATM 0.643 1 2627.0
6956 1.0 235.11899716754343 -40.032702408282105 1573.0 16226.999999999998 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 26.99847039705488 0.355 1 NEATM 0.549 1 2842.2
6957 1.0 91.18497691432157 -66.80509821606236 21495.0 162605.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 77.53732391654773 2.65 1 NEATM 1.646 1 0.0
6958 1.0 167.87187822827028 -19.31837822152302 24435.0 142955.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 87.48285495669232 1.954 1 NEATM 1.165 1 0.0
6959 1.0 87.99321312057698 82.1530301032708 11086.0 95858.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 133.4901616756118 2.304 1 NEATM 1.941 1 0.0
6960 1.0 57.2290501123871 -56.31643948484795 23783.0 168049.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 84.1442189118984 2.53 1 NEATM 1.508 1 0.0
6961 1.0 39.73505081914985 72.71711188708267 7567.0 67476.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 135.54371065747088 1.99 1 NEATM 2.011 1 0.0
6962 1.0 236.2786522074984 7.885071013918747 5642.0 41112.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 53.360283877519194 1.285 1 NEATM 1.537 1 0.0
6963 1.0 49.74586248550097 -7.755944103762147 7637.0 48226.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 122.97605647170846 1.217 1 NEATM 1.269 1 0.0
6964 1.0 70.76965020481926 68.76745384138013 5961.0 56829.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 145.34844247469852 1.943 1 NEATM 2.177 1 0.0
6965 1.0 132.74106143794708 -7.451286881654539 23888.0 175738.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 120.47850705803243 2.687 1 NEATM 1.59 1 0.0
6966 1.0 295.55756274525663 40.350174590077785 18796.0 149769.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 79.80635158562292 2.67 1 NEATM 1.758 1 0.0
6967 1.0 34.956459285502056 -18.17544209344163 17144.0 94275.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 105.71575067221076 1.495 1 NEATM 1.059 1 0.0
6968 1.0 301.6601666995694 72.7279907221724 16292.999999999998 131653.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 110.68311766404713 2.537 1 NEATM 1.789 1 0.0
6969 1.0 34.59542684182671 34.20450363442093 2958.0 23441.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 135.90350450093624 1.048 1 NEATM 1.688 1 0.0
6970 1.0 351.5254074048225 35.931969765093015 15065.0 101421.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 104.81128816580333 1.878 1 NEATM 1.408 1 0.0
6971 1.0 168.71443259317255 -31.010327719718596 19815.0 123214.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 79.91607134083206 1.921 1 NEATM 1.266 1 0.0
6972 1.0 351.6339917485214 46.22015569264005 12705.0 92899.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 110.36706739369126 1.94 1 NEATM 1.568 1 0.0
6973 1.0 217.74438710821656 24.49098998048544 16943.0 100773.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 77.25606693610005 1.667 1 NEATM 1.187 1 0.0
6974 1.0 266.1348885833886 -46.79635079165228 2633.0 30582.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 11.365097514802043 1.711 1 NEATM 2.728 1 0.0
6975 1.0 14.107605211555445 -61.10301195265384 26176.0 184821.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 65.90323662639398 2.652 1 NEATM 1.508 1 0.0
6976 1.0 101.81050652750744 53.35046541311971 5445.0 56036.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 160.16583617727514 2.071 1 NEATM 2.386 1 0.0
6977 1.0 43.270762036740805 82.64998854634004 10867.0 93331.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 130.57592646436754 2.26 1 NEATM 1.925 1 0.0
6978 1.0 106.61047110797216 -7.535011093192281 12725.0 104384.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 133.76735167246954 2.29 1 NEATM 1.82 1 0.0
6979 1.0 42.74197882352786 16.377149758263286 3233.0 21333.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 134.64797442882121 0.841 1 NEATM 1.302 1 0.1
6980 1.0 114.47394458183138 64.39007595483983 9439.0 86069.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 147.43572724883865 2.294 1 NEATM 2.071 1 0.0
6981 1.0 149.13467802528118 -7.699778396305732 29724.0 192402.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 108.88886122726906 2.493 1 NEATM 1.342 1 0.0
6982 1.0 23.09309868556237 81.3374058298925 10929.0 93254.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 128.75177184347618 2.246 1 NEATM 1.91 1 0.0
6983 1.0 249.2899629732071 13.63520916807704 6509.0 52867.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 52.7142349363622 1.614 1 NEATM 1.782 1 0.0
6984 1.0 203.97652351436705 57.738081726236686 24523.0 174271.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 108.06364565912462 2.59 1 NEATM 1.52 1 0.0
6985 1.0 95.54021673820034 73.5918693142929 8847.0 80159.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 141.91662627230872 2.2 1 NEATM 2.053 1 0.0
6986 1.0 188.36929924801188 56.7942873783424 25431.0 180689.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 114.56002312636025 2.637 1 NEATM 1.52 1 0.0
6987 1.0 33.818583873039 -61.30539657918793 25546.0 179923.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 73.21587222820642 2.61 1 NEATM 1.502 1 0.0
6988 1.0 207.34073840022455 23.201719031106062 21249.0 118403.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 82.86323081014582 1.7 1 NEATM 1.085 1 0.0
6989 1.0 334.5466311274371 -18.28183344845813 31450.0 203898.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 59.799892234503645 2.57 1 NEATM 1.345 1 0.0
6990 1.0 114.68482288247652 -78.71166863579778 18062.0 139537.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 64.65609043836918 2.505 1 NEATM 1.69 1 0.0
6991 1.0 240.2677367869254 -13.674194659828444 1515.0 14743.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 33.92960999635054 1.006 1 NEATM 2.161 1 0.0
6992 1.0 47.447230465581185 -43.436867959906614 23030.0 149712.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 92.31922000946942 2.207 1 NEATM 1.347 1 0.0
6993 1.0 257.8777934826836 62.82689551713193 19716.0 154330.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 98.88034805803831 2.667 1 NEATM 1.72 1 0.0
6994 1.0 104.1861934609924 -84.00516722159469 17279.0 134743.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 60.156188636299696 2.483 1 NEATM 1.71 1 0.0
6995 1.0 65.94889032256206 82.61688993542523 10817.0 93430.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 132.3741467547119 2.273 1 NEATM 1.938 1 0.0
6996 1.0 211.14465653162995 -26.033607275052667 4806.0 30362.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 49.941204082254984 0.964 1 NEATM 1.246 1 0.1
6997 1.0 7.238716627497679 -25.792759727542276 32047.0 176350.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 81.39959632397016 2.05 1 NEATM 1.071 1 0.0
6998 1.0 298.4184105182507 -87.06086951693258 15047.0 120292.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 51.807194615920295 2.4 1 NEATM 1.763 1 0.0
6999 1.0 1.6903714293169436 -56.65818145748689 27246.0 189795.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 62.200357287564046 2.653 1 NEATM 1.481 1 0.0
7000 1.0 244.01395324664284 -17.773289855350427 1256.0 13314.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 28.48398547336783 1.035 1 NEATM 2.395 1 0.0
7001 1.0 97.20287034917936 77.27245511448851 10033.0 88708.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 138.21701246879618 2.264 1 NEATM 1.995 1 0.0
7002 1.0 264.66984796413414 -72.06931256017117 8699.0 76086.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 36.495527831631854 2.075 1 NEATM 1.965 1 0.0
7003 1.0 346.38787624227774 80.15427602623433 12557.0 104645.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 122.9344157316577 2.326 1 NEATM 1.855 1 0.0
7004 1.0 89.55113166718489 66.5079354983938 6387.0 61593.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 149.1354881285305 2.044 1 NEATM 2.21 1 0.0
7005 1.0 207.4166403904213 -8.25076855664068 10379.0 53846.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 62.25457960350137 1.067 1 NEATM 0.954 1 0.1
7006 1.0 213.13509525786205 -31.19384128171319 3724.0 26583.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 46.27014979960933 1.012 1 NEATM 1.472 1 0.0
7007 1.0 206.0106860847144 -48.10605672976977 5392.0 42494.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 47.180455779780594 1.406 1 NEATM 1.707 1 0.0
7008 1.0 80.30938775062259 20.603647165837387 1626.0 19057.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 163.11218730248171 0.356 1 NEATM 0.544 1 3520.2
7009 1.0 342.9896441461146 -84.04657353440899 16530.0 130954.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 52.91824503010803 2.483 1 NEATM 1.744 1 0.0
7010 1.0 160.96513630234583 -87.19090839957092 15341.0 121453.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 55.27179780591704 2.39 1 NEATM 1.741 1 0.0
7011 1.0 304.707122089606 -12.816769950317196 15573.0 129279.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 39.354529455545986 2.576 1 NEATM 1.849 1 0.0
7012 1.0 251.81253911430156 -77.74666668455036 10426.0 87582.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 42.76092817879821 2.144 1 NEATM 1.872 1 0.0
7013 1.0 107.07730230784811 -44.65062211570328 21105.0 159854.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 98.06151548864547 2.63 1 NEATM 1.648 1 0.0
7014 1.0 292.9672150928918 -50.19103523770491 8271.0 77453.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 22.58283419214494 2.231 1 NEATM 2.137 1 0.0
7015 1.0 142.74206670491446 -44.425585129886656 21459.0 153642.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 86.32188087941988 2.448 1 NEATM 1.533 1 0.0
7016 1.0 317.1971509600182 -66.4100583812536 15478.0 126033.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 41.313411044063 2.5 1 NEATM 1.806 1 0.0
7017 1.0 209.2582341489091 -87.83347987842222 14786.0 117852.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 53.288139397995394 2.368 1 NEATM 1.756 1 0.0
7018 1.0 317.424730267747 -69.21282651502534 15371.0 124992.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 42.56965509762 2.487 1 NEATM 1.803 1 0.0
7019 1.0 249.3113724279957 21.32644671229461 9094.0 70857.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 59.9659580669629 1.798 1 NEATM 1.698 1 0.0
7020 1.0 261.09154073507057 85.36611830724905 15248.0 125403.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 121.05328443804122 2.517 1 NEATM 1.828 1 0.0
7021 1.0 180.4767774936128 88.26210028096091 14136.0 117777.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 125.58304228847541 2.468 1 NEATM 1.856 1 0.0
7022 1.0 344.1901085003606 -16.37026283284891 34032.0 202547.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 68.6290392341932 2.367 1 NEATM 1.198 1 0.0
7023 1.0 231.83647172266947 -60.66820331161104 4645.0 42466.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 34.40997735129187 1.614 1 NEATM 2.06 1 0.0
7024 1.0 152.5878174809447 24.97711632597527 30023.0 201652.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 125.06470678128805 2.644 1 NEATM 1.412 1 0.0
7025 1.0 218.30155708605275 -1.745037621227311 7588.0 42369.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 57.89150926036482 1.014 1 NEATM 1.055 1 0.1
7026 1.0 6.909551391360069 88.09375991119765 13197.0 110609.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 125.88246425365769 2.405 1 NEATM 1.87 1 0.0
7027 1.0 108.56693400283775 -78.24524271267956 18509.0 142754.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 65.5134758213416 2.53 1 NEATM 1.687 1 0.0
7028 1.0 237.66247349736665 50.98219889648635 20358.0 148103.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 90.92250819140695 2.439 1 NEATM 1.564 1 0.0
7029 1.0 104.42793859575988 -38.0882704803311 19938.0 151583.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 104.90750629939156 2.571 1 NEATM 1.656 1 0.0
7030 1.0 222.48555443958296 -46.54464838621668 2935.0 26405.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 36.175986248759656 1.253 1 NEATM 1.999 1 0.0
7031 1.0 154.35673234047582 29.250822875881667 29693.0 200537.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 125.52988762840843 2.65 1 NEATM 1.422 1 0.0
7032 1.0 48.77066312008208 -45.70862670162639 23391.0 154332.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 90.89932218375426 2.274 1 NEATM 1.376 1 0.0
7033 1.0 107.38163734417108 29.854641160653784 6169.0 61860.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 163.5747486146298 2.125 1 NEATM 2.316 1 0.0
7034 1.0 205.18736785245537 3.11553309641198 15216.0 77263.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 70.99827585246084 1.255 1 NEATM 0.937 1 0.0
7035 1.0 212.71419404934235 -13.663982081547132 6716.0 37307.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 54.8856632794473 0.946 1 NEATM 1.041 1 0.1
7036 1.0 206.7570895858484 9.843805559055411 16733.0 87187.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 74.18922422475423 1.368 1 NEATM 0.977 1 0.0
7037 1.0 235.1522951485681 -38.330726414466646 1479.0 15311.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 27.069055025144525 1.086 1 NEATM 2.339 1 0.0
7038 1.0 234.757177200608 37.1834471291362 16930.0 117239.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 79.4789404802938 2.072 1 NEATM 1.463 1 0.0
7039 1.0 155.31063675623062 -15.325763519958471 28521.0 177534.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 99.30449261327266 2.309 1 NEATM 1.273 1 0.0
7040 1.0 322.75677450638267 -25.101799112539396 24356.0 179013.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 46.92393498166283 2.709 1 NEATM 1.588 1 0.0
7041 1.0 132.32227321724275 59.1582446200328 13524.0 115579.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 143.49113116123405 2.504 1 NEATM 1.917 1 0.0
7042 1.0 156.91137309562566 76.4940441515746 15609.0 128862.0 0.7288930644285694 0.4486806187234979 0.1445192723628554 -0.0028422239351258 -0.174177724831199 -0.1249213989788365 1000 4 0.86804 0.21436 121.8806399876966 129.65851107565513 2.56 1 NEATM 1.837 1 0.0
